Artist_Accession_Number,Name,DOB,DOD,Gender,Notes,File,Slides,Video(s),Resume/Vita,Artist_Statement,Gallery_Notice,Review,Article,Poster,Folio,CD-ROM,Correspondance,Library_Exhibit,,
9813,"Dickens, Sheketa",NULL,NULL,F,"ARC Gallery: February 1-26, 1994",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9814,"Arzetta, Freeman",NULL,NULL,F,"ARC Gallery: February 1-26, 1994",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9816,"Harper, Terry",NULL,NULL,F,"ARC Gallery: February 1-26, 1994",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9818,"Jordon, Sharon",NULL,NULL,F,"ARC Gallery: February 1-26, 1994",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9819,"Moultrie, Jennifer",NULL,NULL,F,"ARC Gallery: February 1-26, 1994",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9828,"Ross, Laurel",NULL,NULL,F,"Artemisia Gallery: June 8 - July 28, 1984",0,0,0,0,0,0,0,0,0,0,0,0,0,,
9834,"Federow, Shirley",NULL,NULL,F,"Artemisia Gallery: June 8- July 28, 1984",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9837,"Seidelhuber, Heidi",NULL,NULL,F,"Artemisia Gallery: June 8- July 28, 1984; see Artemisia Gallery in Oversize Drawer;",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9839,"Fitzsimmons, Joan",NULL,NULL,F,"Artemisia Gallery: June 8- July 28, 1984",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9840,"Hammond-Sass, Idele",NULL,NULL,F,"Artemisia Gallery: June 8- July 28, 1984",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9843,"Elaine, King",NULL,NULL,NULL,"Artemisia Gallery:March 2-31, 1990",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9845,"Kubin, Lynn",NULL,NULL,F,"Artemisia Gallery: June 8 - July 28, 1984",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9847,"Drapkin, Adrienne",NULL,NULL,F,"Artemisia Gallery: June 8 - July 28, 1984",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9848,"Finer, Judy Hartle",NULL,NULL,F,"Artemisia Gallery: June 8 - July 28, 1984",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9849,"Ramey, Theresa",NULL,NULL,NULL,"Artemisia Gallery: June 8 - July 28, 1984; AKA Theresa Ramey-Young",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9852,"Sliwa-McGuffin, Barbara",NULL,NULL,F,ARC Gallery member;,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9865,"Alter, Chickie",NULL,NULL,NULL,"ARC Gallery: December 2-31, 1983",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9876,"Oscherwitz, Steve",NULL,NULL,M,"ARC Gallery: July 2 - August 3, 1985",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9886,"Blessing, Hedrich",NULL,NULL,NULL,"ArchiTech Gallery: April 23-June 19, 2004",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9911,"Garcia, Nerey da",NULL,NULL,NULL,"ARC Gallery: September 7 - October 20, 1984",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9913,"Kobylecky, Jerry",NULL,NULL,NULL,"ARC Gallery: September 7 - October 20, 1984",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9914,"Lamont, Liz",NULL,NULL,F,"ARC Gallery: September 7 - October 20, 1984",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9918,"Rivkin, Laura",NULL,NULL,NULL,"ARC Gallery: September 7 - October 20, 1984",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9939,"Altman, Mitch",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9940,"Sobecka, Karolina",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9968,"Hoffman, Noah",NULL,NULL,M,Shoshannah Hoffman's son; brother of Joshua Hoffman,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9975,"Club, Amistad Car",NULL,NULL,NULL,"Glass Curtain Gallery: April 7 - May 5, 2006",1,0,0,0,0,0,0,0,0,0,0,0,0,,
9977,"Compean, Juan",NULL,NULL,NULL,"Glass Curtain Gallery: April 7 - May 5, 2006",1,0,0,0,0,0,0,0,0,0,0,0,0,,
10011,"Leestma, Jan M.D.",NULL,NULL,NULL,Gallery 312,1,0,0,0,0,0,0,0,0,0,0,0,0,,
10022,"Elenteny, Bernadette",NULL,NULL,NULL,Gallery 312,1,0,0,0,0,0,0,0,0,0,0,0,0,,
10037,"Weisfeld, Weis",NULL,NULL,NULL,"Gallery 312: June 27 -August 9, 1997",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10041,"Albright, Alvin",NULL,NULL,NULL,"Gallery Mornea: July 16 - August 22, 2004",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10046,"Baley, Diane",NULL,NULL,NULL,WPA Gallery of Environmental Art,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10079,Columbia College Chicago,NULL,NULL,NULL,Oversize Drawer;  see,1,0,0,0,0,0,0,0,1,0,0,0,0,,
10087,"Kilberg, Allison",NULL,NULL,F,See Vincent Uribe file;,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10090,"Funk, Meghan",NULL,NULL,F,See Department of Urban Speculation file;,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10105,Artillery,NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10106,Bonus Saves,NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10107,CLS,NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10111,Cyro,NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10114,Emen,NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10115,80 legs,NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",1,0,0,0,0,0,0,0,0,0,0,0,0,,
10117,"Its yours, Take it",NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10120,"Salem, Klepto",NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10121,MELT,NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10122,Mental 312,NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10125,Safety First,NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10127,Sighn,NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10129,Tiptoe,NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10130,The Viking,NULL,NULL,NULL,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10164,"Emmons, Josh",NULL,NULL,M,See Four Star Studios;,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10165,"Dove, Sean K.",NULL,NULL,M,See Four Star Studios;,1,0,0,0,0,0,0,0,0,0,0,0,0,,
10190,"Banderas, Julie",NULL,NULL,F,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,,
10214,"Bradford, David",1937,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10219,"Alvarado, Lisa",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10226,"Kim, K.J.",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10242,"Schriver, Andrew John",NULL,NULL,M,Added Artist Book to Library collection (in cabinet). Brother of Charles Lewis Schriver;,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10282,"Schriver, Charles Lewis",NULL,NULL,M,Added Artist Book to Library collection (in cabinet); brother of Andrew John Schriver,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10296,"Dwyer, Susan",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10393,"Angel, Vinnie",NULL,NULL,NULL,"Carl Hammer Gallery: Fresh Faces New Works -August 1- August 30, 1997",1,0,0,0,0,0,0,0,0,0,0,0,0,,
10394,"Clark, Henry Ray",NULL,NULL,M,"Carl Hammer Gallery: Fresh Faces New Works -August 1- August 30, 1997",1,0,0,0,0,0,0,0,0,0,0,0,0,,
10436,"McEwen, Cynthia",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10458,"McGinnis, Mark",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10465,"Gjergii, Helidon",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10536,"Sikora, Joseph",NULL,NULL,M,See Liz Tuckwell.,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10873,"Wallis, Richard William",1837,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10899,"Hammerman, Carol",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10944,"Allen, Pat B.",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10947,"Davis-Frazier, Evelyn",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10958,"Skyhawk, R.",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10959,"Jacobson, K.",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10960,"Smith, J.L.",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10983,"Burns, Samuel F.",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10993,"De Graff, Sherwin",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11030,"Peckenpaugh, C.W.",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11032,"Rennels, F. M.",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11049,"Venn, R.",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11056,"Allen, Rebecca",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11079,"Seyfried, John L.",1930,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11085,Yong Jo Ji,1969,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11091,"Rainclouds, Sonny",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11093,Tiny,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11094,Choke,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11095,s,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11096,Tewz,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11097,Crazy Talk,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11098,Party Patrol,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11099,Blutt,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11101,Swiv,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11102,Nautilus,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11103,"Scanlon, Brendan ""SOLVE""",NULL,NULL,M,"Chicago Urban Art Society: May 13 - June 4, 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,,
11109,Trampled,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11110,Shift 2,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11185,"Allen, John",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11301,"Robinson, Pam",NULL,NULL,F,see Chicago Metal Arts Guild;,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11302,"Herman, Tom",NULL,NULL,M,see Chicago Metal Arts Guild;,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11303,"Rutledge, Jon",NULL,NULL,M,see Chicago Metal Arts Guild;,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11351,"Dillworth, Debra",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11352,"James, Carol",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11353,"Plott Ratcliff, Monica",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11354,"Davis, Faith",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11356,"Edlis, Joan",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11359,"Monaghan, Brian",1950,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11410,Flash ABC,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11413,Beloved,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11415,"Aguilar, Miguel",NULL,NULL,NULL,AKA KANE ONE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11422,TRANE SHAGGY INCARNATE,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11424,C3PO,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11425,TEEL ONE,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11426,THE CHAMP,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11427,"O'Kelley, Kathy",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11431,"Adams, Lucia",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11433,"Bohannan, Elaine",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11437,"Hockenhull, Jo",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11438,"Kehoe, Kathleen",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11439,"Lass-Gardiner, Margaret",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11440,"McLaughlin, D.S.",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11443,"Scheer, Elaine",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11446,"Willett, Ruth",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11449,"Aitchison, Guy",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11450,"Wortman, Michele",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11462,"Smith, Nicole",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11619,"Gray, Ian",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11620,"Johnson, Peter",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11621,"Galloway, Ashley",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11622,"Lund, Oren",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11679,"Yoshitani, Izumi",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11687,"Seed, Suzanne",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11697,"Rossbach, Ed",1914,2002,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11739,"Hahn, Betty",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11740,"Corpron, Carlotta M.",1901,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11745,"Francis, Omar",1972,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11746,"Greene, Bob",1935,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11747,"Muhammad, Ozier",1950,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11778,"Becka, Alicja",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11779,"Best, Katherine",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11782,"Kast, Diana",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11783,"Lynch, Diana",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11784,"McCloskey, Mary",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11785,"Nauman-Mikulski, Julie",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11786,"Nemanich, Katherine S.",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11788,"Salmanoff, Hope",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11789,"Sterling, Rhoda",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11791,"Tully-Nicosia, Margaret",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11792,"Weinberg, Penny",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11793,"Willert, Gail M.",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11794,"Nadales, Emilio",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11801,"Avery, Matt",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11816,"Diep, Loni",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11979,"Akainyah, Samuel",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11980,"Akintola, Abiola",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11981,"Ankrah, Nii Oti",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11983,"Clark, Melvin W.",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11984,"Dupart, Sura",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11985,"Faust, Ann",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11987,"Grant, Sebron",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11990,"Simmonds, Lauren",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11991,"Stewart, Patricia",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12023,"Baker, Kathy",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12054,"Peterson, Cleon",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12055,"Jansen, Mary M.",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12057,"Francesconi, Tom",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12061,"Lathe, Patricia",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12063,"Adcock, Melanie",NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12064,"Cloud, Laura",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12065,"Coyne, Elizabeth",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12066,"Dugan, Kathleen",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12067,"Gosh, Kristina",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12068,"King, Carolyne",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12070,"Lencioni, Laura",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12071,"Mohill, Lynette Ojeda",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12073,"Oppenheimer, Geof",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12085,"Echols, Tarik",NULL,NULL,M,NULL,1,1,0,1,0,0,0,0,0,0,0,0,0,,
9288,"Klairmont, Yelena",NULL,NULL,F,"CD-ROM ""Yelena Klairmont Feb 3, 2007""",1,1,0,1,1,1,0,1,0,0,1,0,0,,
12200,"Weiss, Lee",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12208,"Meyer, Paul",1942,NULL,M,NULL,1,1,0,1,0,0,0,0,0,0,0,0,0,,
12234,"Pantoja, Lisa",NULL,NULL,F,NULL,1,1,0,1,1,1,0,1,0,0,0,0,0,,
12238,"Rivera, JC",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
12239,"Ireland, Joseph",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12260,"Daly, Mark",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12105,"Garrett, Bobbie",NULL,NULL,F,NULL,1,1,0,1,1,0,0,0,0,0,0,0,0,,
12107,"Giannasi, Carol",NULL,NULL,F,NULL,1,1,0,1,1,1,0,1,0,0,0,0,0,,
12116,"Holmes, Holly",1976,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12117,"Comnick, Julie",1973,NULL,F,NULL,1,1,0,1,1,1,0,1,0,0,0,0,0,,
12118,"McDade, Marci Rae",1971,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12119,"Shelby, Jason",1973,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12120,"Wenc, Matt",1972,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12122,"Casey, Amy",1976,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12123,"Kapp, Ryan",1973,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12124,"Kashian, Nichilas",1980,NULL,M,NULL,1,1,0,1,0,1,0,0,0,0,0,0,0,,
12125,"Scheidt, Ryan",1976,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12127,"Wolf, Sallie",1950,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
12130,"Guaqueta, Ana",NULL,NULL,F,NULL,1,1,0,1,1,0,0,0,0,0,0,0,0,,
12131,"Guzman, Fabiola",NULL,NULL,F,"CD-ROM ""Fabiola Guzman 8-25-2008""",1,0,0,1,1,0,0,0,0,0,1,0,0,,
12136,"Browne, Ryan",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
12142,"Harvey, Julia",NULL,NULL,F,NULL,1,1,0,1,1,0,0,1,0,0,0,0,0,,
12164,"Hunt, Mark",NULL,NULL,M,NULL,1,1,0,1,1,0,0,1,0,0,0,1,0,,
12280,"Beal, Jack",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11600,"Gaspar, Maria",NULL,NULL,F,"CD-ROM ""Maria Gaspar CTA Arts in Transit""",1,0,0,1,1,1,0,1,0,0,1,0,0,,
12304,"Machetanz, Fred",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12305,"Okore, Nenna",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
12328,"Petroucheva, Maia",1955,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12329,"Pramatarova, Milena",1966,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12330,"Vladimirov, Ralitza",1969,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12332,"Abernathy, Anne",NULL,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
12333,"Ackins, Abe",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
12334,"Adams, Carris",NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
12338,"Andersen, Roy",NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
12339,"Anderson, Gweneth",NULL,NULL,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
12340,"Anderson, Joyce Owens",NULL,NULL,NULL,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
12344,"Atkinson, Paul",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
12345,"Dobas, Eugene",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12350,"Bartlett, Bill",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
12352,"Bauer, Joy Appenzeller",NULL,NULL,F,NULL,1,0,0,0,1,0,0,0,0,0,0,1,0,,
12354,"Gassaway, Anthony",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12355,"Marinov, Boyan",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12356,"Newman, Chris",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12359,"Bolle, Ilse",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12360,"Wright, Sharon",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12361,"Youngquist, Betsy",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12362,"Coulon, Shar",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12363,"Honey, Kathy",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12364,"Sindler, Brian",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12365,"Lloyd, Amy",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12366,"Bellini, Dan",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
12370,"Beutlich, Emilie S.",NULL,NULL,F,wfe of Anton J. Beutlich (Palette & Chisel Club),1,0,0,0,0,0,0,1,0,0,0,0,0,,
