Call_Number,Title,Last_Name,First_Name,Year
"ND237.K5547A4 2007","David Klamen: New Paintings","Richard Gray Gallery","","2007"
"ND237.J22J9 2009","Preston Jackson: Julieanne's Descendants: Images from the Closet Trunk","College of Lake County","","2009"
"ND237.J307A4 2012","James Jankowiak: Coming Closer to Revelation","Hyebner","Jeff","2012"
"ND237.J307A42 2012","The Flexible Plane of Immanence and Process of Becoming","Jankowiak","James","2012"
"ND237.I47R93 2000","Robert Indiana: Figures of Speech","Ryan","Susan Elizabeth","2000"
"ND237.I55A4 1994","The Illinois Landscape: Selected Views: Paintings and Works on Paper","College of Lake County","","1994"
"ND237.I581D38 2014","Kyohei Inukai (1886-1954)","Davey","Miyoko","2014"
"ND237.I74A4 2009","Yumiko Irei-Gokce: Works on Paper; Then and Now","College of Lake County","","2009"
"ND237.I75A4 1982","Walter F. Isaacs: An Artist in America (1886-1964)","Moseley","Spencer","1982"
"ND237.I82A4 1985","Michiko Itatani: Recent Works","Alternative Museum","","1985"
"ND237.I82A4 2005","Michiko Itatani: Visual Signs / Witness","H.F. johnson Gallery of Art","","2005"
"ND237.H84A4 1997","Richard Hull: New Paintings","Gallery A","","1997"
"ND237.I83A4 2002","Michiko Itatani:","Fessbender / Stevens","","2002"
"NK1378.S74 2010","Dustry's House: A Victorian Treasure","Stevens","Jane","2010"
"TT199.7.M37 2019","The Fifth Season: The Chicago Tree Project","McMahon","Margot","2019"
"N5303.A75 2018","Art Design Chicago: Fall/Winter 2018","","","2018"
"ND237.H4D4","G.P.A. Healy: American Artist","De mare","Marie","1954"
"ND237.H53A4 1988","Highlights from the Collection","College of Lake County","","1988"
"ND237.H564A4 1999","Eleanor Himmelfarb: A 15 Year Retrospective","Evanston Art Center","","1999"
"ND237.H584N68","Victor Higgins: An Indiana Born Artist Working in Taos, New Mexico","Yassin","Robert","1975"
"ND237.H624A4 2001","John Himmelfarb: Inland Romance","Oakton Community College","","2001"
"ND237.H624A4 2005","John Himmelfarb: Recent Paintings & Prints","College of Lake County","","2005"
"ND237.H634A4 2001","John Himmelfarb: Recent Paintings 2000-2001","Himmelfarb","John","2001"
"N7433.4.N83M84 2018","Der Mugenkrusten","Nudd","Paul","2018"
"ND237.H4A8","Reminiscences of a Portrait Painter","Healy","George P.A.","1894"
"ND237.H381A4 2007","Harold Haydon: Binocular Vision -  Paintings 1930-1960","Corbett v Dempsey","","2007"
"ND237.H3435A4 1995","Dictated by Life: Marsden Hartley and Robert Indiana","McDonnell","Patricia","1995"
"ND237.G83A4 2000","El;ena Gutmann's Kinesthesia","Richard","Frances","2000"
"ND237.H13A2 1981","Richard Haas: An Architecture of Illusion","Goldberger","Paul","1981"
"ND237.H2955A4 2008","Philip Hanson: Organ Music","Corbett vs Dempsey","","2008"
"ND237.H296A4 2005","Philip Hanson: Etymology : Recent Paintings and their Roots","Corbett vs Dempsey","","2005"
"ND237.H297A4 2006","Keiko Hara: Imbuing in Monet","Morgan","Robert C","2006"
"ND237.G661A4 2013","Adam Gondek","Viveros-Faune","Christian","2013"
"ND237.M58B47 1988","Joan Mitchell","Bernstock","Judith E.","1988"
"ND237.G66A4 2009","Imperfect Models: Painting and Prints by Jessica Gondak","Burke","Jo","2009"
"ND237.G45P57 2012","Post-Consumerism: Paintings 2007-2010","Gholar","Tiffany","2012"
"ND237.G48A41996","Four Paintings, a Lecturn, and a Book","Girson","Matthew","1996"
"ND237.G54A4 1999","Winifred Godfrey: Mayan Procession","Oakton Community College","","1999"
"ND237.G6113A4 1957","Golub: Paintings from 1956 and 1957","Allan Frumpkin Gallery","","1957"
"ND237.G6113A4 1984","Golub","Gumpert","Lynn","1984"
"ND237.G6113A4 1992","Leon Golub Paintings 1987-1992","Murphy","Patrick T.","1992"
"ND237.G6113A4 1995","Notes in Time: Leon Golub / Nancy Spero","Berger","Maurice","1995"
"ND237.G6113A4 1997","Leon Golub: Do Paintings Bite? Selected Texts 1948-1996","Golub","Leon","1997"
"ND237.G6113A4 2000","Leon Golub: Echoes of the Real","Bird","Jon","2000"
"ND237.G6113M67 1999","Leon Golub: While the Crime is Blazing: Paintings and Drawings 1994-1999","Horodner","Stuart","1999"
"ND237.G6113K87 1985","Leon Golub: Existential Activist Painter","Kuspit","Donald","1985"
"ND237.G6113L46 1994","Leon Golub and Nancy Spero: War and Memory","Kline","Katy","1994"
"ND237.G6113M37 1990","A Painter of Darkness: Leon Golub and our Times","Marzorati","Gerald","1990"
"ND237.G6113H67 1999","Leon Golub: While the Crime is Blazing: Paintings and Drawings 1994-1999","Horodner","Stuart","1999"
"ND237.F6762A4 2001","Diane Fraser: Recent Paintings","Metzler","Sally","2001"
"ND237.F6762A4 2003","Diane Fraser: Recent Paintings","Campbell","Scot","2003"
"ND237.F6762A4 2006","Diane Fraser: Recent Paintings","","","2006"
"ND237.F745A4 2006","Joseph Friebert, Fred Berman, & the Milwaukee Scene: 1935-1965","Corbett v Dempsey","","2006"
"ND237.G324A4 2007","Judith Geichman: Soak","Fendrich","Laurie","2007"
"ND237.G332A4 2000","Susan George: Ocean Sky II -  Jordan Scott: Black River Series","Lydon Fine Art","","2000"
"ND237.F534A4 1996","Julia Fish: Selected Paintings and Drawings 1985-1995","Renaissance Society","","1996"
"ND237.F48F73","Richard Florsheim: The Artist and His Art","Freundlich","August L.","1976"
"ND237.F442A4 1994","Vernon Fisher","Krannert Art Museum","","1994"
"ND237.F474A4 1999","Julia Fish: Entry","Feigen Contemporary","","1999"
"ND237.F438A4 2001","Julia Fish: Entry - Plan, Fragments, Reconstructions","Fish","Julia","2001"
"ND249.C3C36 2018","Chicago Works","Campbell","Jessica","2018"
"N6535.C5T4 1990z","Just Plain Hardworking: Ten Chicagoans","Ylisela","James",""
"ND237.E393A4 1983","Mary Beth Edelson: New Work: An Ancient Thirst and a Future Vision","Edelson","Mary Beth","1983"
"ND237.E585M37 1999","Gil Elvgren: All His Glamorous American Pin-Ups","Martignette","Charles G.","1999"
"ND237.E75A4 2006","Richard Estes","Wilmerding","John","2006"
"ND237.E75A4 2007b","Richard Estes","Parmiggiani","Sandro","2007"
"ND237.E75C43 2014","Richard Estes","Chase","Linda","2014"
"ND237.E75B68","Richard Estes: The Urban Landscape","Canaday","John","1978"
"ND237.E75M45 1986","Richard Estes: The Complete Paintings 1966-1985","Meisel","Louis K.","1986"
"ND237.M58T82","Joan Mitchell","Tucker","Marcia","1974"
"ND237.D94A4 2005","Briggs Dyer / Paul LaMantia: Inside Out - Drawings & Paintings from the 1960's","Corbett vs. Dempsey","","2005"
"ND237.D613A4 2006","Deborah Adams Doering","Doering","Deborah","2006"
"ND237.D613A4 2007","Myth of My Ancestors","Doering","Deborah","2007"
"ND237.D6216A4 2009","Red Sun, Black Moon: the L.A.  Paintings 1959-1964","Donley","Robert","2009"
"ND237.D623A4 2001","Robert Donley: Urban Exposure","Donley","Robert","2001"
"ND237.D755A4 2006","The Indiana Dunes Revealed: The Art of Frank V. Dudley","Dabbert","James R.","2006"
"ND237.D463A4 1994","Peep Land: Paintings by Jane Dickson","Blinderman","Barry","1994"
"ND237.D463A4 2009","Jane Dickson: Night Driving","Dickson","Jane","2009"
"ND237.D57A4 1999","Diverse Abstractions: Works by Fifteen Painters and Sculptors","College of Lake County","Community Gallery of Art","1999"
"ND237.D33155A4 1999","Glen Davies","Krannart Art Museum","","1999"
"ND237.D3332A1 1982","Nancy Davidson","Berkshire Museum","","1982"
"ND237.C64A4 2005","Reginald Coleman: A Retrospective","Wright Community Gallery of Art","College of Lake County","2005"
"ND237.C6765A4 2002","William Conger: Iron Heart City","Roy Boyd Gallery","","2002"
"ND237.C6748A4 2009","William Conger: Paintings 1958-2008","Chicago Cultural Center","","2009"
"ND237.C74A4 2008","Carrie Iverson: Survey","Wright Community Gallery of Art","College of Lake County","2008"
"ND237.C84S65 1994","Henry H. Cross","Smithwick","Ewa","1994"
"ND237.C492A28","Through the Flower: My Struggle as a Woman Artist","Chicago","Judy","1975"
"ND237.C53C536","Francis Chapin","Schulze","Franz","1973"
"ND237.C54A4 2005","An American Impressionist: The Art and Life of Alson Skinner Clark","Solon","Deborah Epstein","2005"
"ND237.C559A4 2002","Ronald V. Clayton: The Chosen Series","","","2002"
"TR647.F73 2019","Last Cruze:","Frazier","Latoya Ruby","2019"
"ND237.C26A4 2004","Tide Waters","Caporeal","Suzanne","2004"
"ND237.C26A4 2006","Time","Caporeal","Suzanne","2006"
"ND237.C26A4 2008","Going","Caporeal","Suzanne","2008"
"ND237.B48A4 2008","Margot Bergman: The dust blows forward, the dust blows back","Bergman","Margot","2008"
"ND237.B4855A4 2010","Margot Bergman: Degree of Separation","Corbett v Dempsey","","2010"
"ND237.B583A4 1988","Stanley Bielecky: The American Scene","Cincinnati Art Galleries","","1988"
"ND237.B66A4 2007","Norman Bluhm: Selected Works from 1976-1989","Manny Silverman Gallery","","2007"
"ND237.B66E93","Norman Bluhm","Everson Museum of Art","","1973"
"ND237.B7243A4 1973","Aaron Bohrod: An Exhibition of Drawings and Paintings","Madison Art Center","","1973"
"ND237.B7383A4 1998","Mark Staff Brandl","Brandl","Mark Staff","1998"
"ND237.B74A4 2016","Phyllis Bramson: Under the Pleasure Dome","Yood","James","2016"
"ND237.B78A4 1991","Phyllis Bramson: Vicissitude","Bramson","Phyllis","1991"
"ND237.B788A4 1984","Phyllis Bramson: Paintings & Drawings1982-1984","King","Elaine A,","1984"
"ND237.B8725A4 1995","History and Memory: Paintings by Chrisopher Brown","Brenson","Michael","1995"
"ND237.B8731A4 2002","Frederick J. Brown: Portraits in Jazz, Blues and Other Icons","Blackburn","Rachael","2002"
"ND237.B395A4 2006","Margot Bergman: Wonderland and other Reveries: Paintingas 1995-2005","Corbett v Dempsey","","2006"
"ND237.B2633A4 2010","Robert Barnes: Paradise","Corbett v Dempsey","","2010"
"ND237.M464A4 2012","Icons, Myths and Poems","Mesple","James McNeill","2012"
"ND237.B263A4 1985","Robert Barnes: 1956-1984: A Survey","Madison Art Center","","1985"
"ND237.A3W55 1971","Paintings: Adam Emory Albright: Painter of Children","Brush & Pencil","","1971"
"ND237.A43A4 2005","Robert Amft: Painting for Particular People: A Survey 1935-2005","","","2005"
"ND237.A49A4 1990","Candida Alvarez: Drawings / Zeichnungen","John Street Series","","1990"
"ND237.A49A4 1993","Candida Alvarez: Polyptychs","June Kelly Gallery","","1993"
"ND237.A63A4 1999","A Different Drummer: Benny Andrews: The Music Series 1991-98","Timpano","Anne","1999"
"ND235.S3S35x","Santa Fe Festival of the Arts /October 7-22, 1977","","","1977"
"ND235.S38U32 1987","Santa Fe Art Colony, 1900-1942","Udall","Sharyn","1987"
"ND235.W3B7 1983","One Hundred Masterpieces of American Paininting from Public Collections in Washington D.C.","Brown","Milton","1983"
"ND230.C3G47 1998","All Things Bright & Beautiful: California Impressionist Paintings from the Irvine Musuem","Gerdts","William H.","1998"
"ND230.C3I4","Impressionism: The California View: Paintings 1890-1930","Oakland Museum of Art","","1981"
"ND230.C3S74 2002","Masters of Light: Plein-Air Painting in California 1890-1930","Irvine Museum","","2002"
"ND230.C32T74 2007","Joseph Kleitsch: A Kaleidoscope of Color","Trenton","Patricia","2007"
"ND230.I3A5 v3","Six Illinois Painters 67/69","Illinois Arts Council","",""
"ND230.I52B765 1994","The Artists of Brown County","Letsinger-Miller","Lyn","1994"
"ND230.M5M5","Missiuri: Heart of the Nation: A Pictorial Record by Fourteen American Artists","","","1947"
"ND230.N38M6 1989","Modernist Themes in New Mexico: Works by Early Modernist Painters","Gerald Peters Gallery","","1989"
"ND230.N38N38 1998","The New Mexico Painters","White","Robert R.","1998"
"ND230.N38U3 1984","Modernist Painting in New Mexico 1913-1935","Udall","Rohlfsen","1984"
"ND235.C45B37 2013","Rahmaan Statik: Chicago's Best Kept Secret in Visual Art","","","2013"
"ND235.C45C4 1978","Chicago Collects Chicago","Northern Illinois University","","1978"
"ND235.C45E94 1968","Exhibition 150","Drake Galleries","Barat College","1968"
"ND235.C45H66 2018","A Home for Surrealism: Fantastic Painting in Midcentury Chicago","Mileaf","Janine","2018"
"ND235.C45P47 1995","Perceptions: The Figurative Works of Marion Kryczka, Nicole Aimee Macalvso, Alessandra Kelley","Riverside Arts Center","","1995"
"ND235.C45T53 1992","Thinking Modern: Painting in Chicago 1910-1940","Block Gallery","Northwestern University","1992"
"ND212.5.A25A27 1984","Action Precision: The New Direction in New York 1955-60","Schimmel","Paul","1984"
"ND212.5.A25A43 2009","American Abstract and Figurative Expressionism: Style is a Timely Art is Timeless","Herskovic","Marika","2009"
"ND212.5.F5E97","Extraordinary Realities","Doty","Robert","1973"
"ND212.5.F53K56 2013","Emotional Impact: American Figurative Expressionism","Kingsley","April","2013"
"NC1764.M285 2019","Art of Comic Book Inking (expanded edition)","Martin","Gary","2019"
"ND1311.9.C45I548 2001","Influence Chicago Influence","Warren","Lynne","2001"
"N6512.E27 1994","Ecstasy of Limits","Brackman","Yvette","1994"
"TR1.P677 2008 v.1, no. 1","Artists' Showcase Portfolio","Center for Fine Art Photography","","2008"
"NC1429.Y57B43","Art Young: His Life and Times","Young","Art","1939"
"NC1429.W5535","How to Keep from Growing Old","Williams","Gaar","1948"
"NC1429.W55x","Among the Folks in History","Williams","Gaar","1935"
"NC1429.W3A45","Best of H.T. Webster: A Memorial Collection","Calhoon","Philo","1953"
"NC1429.R7628A4 2003","Mythology: The DC Comics Art of Alex Ross","Kidd","Chip","2003"
"NC1429.R7628A4 2010","Rough Justice: The DC Comics Sketches of Alex Ross","Kidd","Chip","2010"
"NC1429.S519","'41 and '42 A.D.: Cartoons by Vaughn Shoemaker","Chicago Daley News","","1942"
"NC1429.M428A2 1971","Brass Ring: A Sort of Memoir","Mauldin","Bill","1971"
"NC1429.M428A45","I've Decided I Want My Seat Back","Mauldin","Bill","1965"
"NC1429.M428D47 2008","Bill Mauldin: A Life Up Front","Depastino","Todd","2008"
"NC1429.M428 1949","A Sort of Saga","Mauldin","Bill","1949"
"NC1429.M27A5","MacNelly: The Pulitzer Prize Winning Cartoonist","MacNelly","Jeff","1972"
"NC1429.H575","Hokinson Festival","Hokinson","Helen E.","1956"
"NC1429.F667G3 1972","Fontaine Fox's Toonerville Trolley","Galewitz","Herb","1972"
"N6537.C48A2 2021","Flowering: The Autobiography of Judy Chicago","Chicago","Judy","2021"
"NC1429.G58A43","Celebrated Cases of Dick Tracy: 1931-1951","Gould","Chester","1970"
"NC1429.G7A4","Arf! The Life and Hard Times of Little Orphan Anie 1935-1945","Gray","Harold","1970"
"NC1429.B74A4 1930 v.3","Selected Drawings of Clare Briggs (Memorial Edition)","Briggs","Clare","1930"
"NC1429.B8","Oh Skin-nay! The Days of Real Sport","Briggs","Clare","1913"
"NC1429.B82","When a Feller Needs a Friend","Briggs","Clare","1914"
"NC1429.B625J65 2009","Herblock: The Life and Work of the Great Political Cartoonist","Johnson","Haynes","2009"
"NC1429.B666A4 1998","Essential George Booth","Lorenz","Lee","1998"
"NC1428.N47 2006a","Rejection Collection: Cartoons You Never Saw and Never Will See in the New Yorker","Diffee","Matthew","2006"
"NC1428.N47D66 2005","Funny Ladies: The New Yorker's Greatest Women Cartoonists and their Cartoons","Donnelly","Liza","2005"
"NC1428.S7","Pulitzer Prize Cartoons: The Men and Their Masterpieces","Spencer","Dick III","1951"
"NC1428.M26 2002","Mad Art: A Visual Celebration of the Art of Mad Magazine and the Idiots Who Created It.","Evanier","Mark","2002"
"NC1426.3.B8D5","Collected Works of Buck Rogers in the 15th Century","Dille","Robert C.","1969"
"NC1427.C5R68 1985","Four Roth Brothers: A Family Continues…","Roth","David","1985"
"NC1427.W18C37 2006","Cartoon America: Comic Art in the Library of Congress","Katz","Harry","2006"
"NC1428.E8","Esquire Cartoon Album: 25th Anniversary Volume","","","1956"
"NC1426.W5","Top Cartoonists Tell How They Create America's Favorite Comics","Willette","Allen","1964"
"N5015.A78A13x 2011","5 Cities, 41 Artists: Artadia 08/09","Artadia","","2011"
"ND212.5.M3C69 2005","With Friends: Six Magic Realists 1940-1965","Cozzolino","Robert","2005"
"ND212.5.M63R64 1992","Modern Art in America","Robert Henry Adams Fine Art","","1992"
"ND212.5.P6S47 1973","Photo-Realism: Paintings, Sculpture and Prints","Serpentine Gallery","","1973"
"ND212.5.P63M677 1986","The Advent of Modernism: Post-Impressionism and North American Art 1900-1918","Morrin","Peter","1986"
"ND212.5.R4Y69 1991","New Horizons in American Realism","Young","Christopher R.","1991"
"ND212.5.T34P67 1999","Taos Artists and Their Patrons 1898-1950","Porter","Dean A,","1999"
"ND212.7.F54 2009","Inside the Painter's Studio","Fig","Joe","2009"
"ND212.75.B45A4 2007","Bilingual: Art at the Intersection of Painting and Video","Taylor","Tracie Marie","2007"
"ND222.S54 2010","Against the Grain: Modernism in the Midwest","Shearer","Christine Fowler","2010"
"ND225.P3","Painters of the American West","Till","Wolfgang","1982"
"ND225.P34 1972","Painters of the West","Hilsabeck","John R.","1972"
"ND212.5.A2A28 1986","Abstraction Abstraction","Gilliam","Sam","1986"
"ND212.5.A2A43 1998","American Abstract art of the 1930s and 1940s","Wake Forest University","","1998"
"ND212.75.A2G37 2008","Organges and Sardines: Conversations on Abstract Painting","Garrels","Gary","2008"
"ND212.5.A2G46 2006","Geometric Abstraction: Two Generations","D. Wigmore Fine Art","","2006"
"ND212.T57","3 Dimensional Painting","MCA, Chicago","","1980"
"ND212.T73","Picturesqe Images From Taos and Santa Fe","Denver Art Museum","","1974"
"ND212.T87 1977","Twentieth Century Western Painting at Kennedy Galleries","Kennedy Galleries","","1977"
"ND212.U6 1996","(un)earthly delights","Sill","Robert","1996"
"ND212.W33","60 American Painters 1960","Walker Art Center","","1961"
"ND212.W4Y68 1960","Young America 1960: Thirty American Painters Under Thirty-Six","Goodrich","Lloyd","1960"
"ND212.W45","The New Decade: 35 American Painters and Sculptors","Baur","John","1955"
"ND212.W5","Milestones of American Painting in Our Century","Wight","Frederick","1949"
"ND212.N395","Abstract Paining and Sculpture in America","Ritchie","Andrew C","1951"
"ND212.N4","Recent Painting USA: The Figure","Museum of Modern Art","","1962"
"ND212.N43","Painting by Nineteen Living Americans","Museum of Modern Art","","1930"
"ND212.P55 1985","Scapes","Plous","Phyllis","1985"
"ND212.R4","Realism and Realities: The Other Side of American Painting 1940-1960","Berman","Greta","1982"
"ND212.R61","American Painting: The Eighties: A Critical Interpretation","Rose","Barbara","1979"
"ND212.R628 1997","Toward an American Identity: Selections from the Wichita Art Museum","Ross","Novelene","1997"
"ND212.S445 1995","Seeing the Figure Now","School of the Art Institute","","1995"
"ND212.G7","Great Lakes Exhibition 1938 1939","Albright Art Gallery","","1938"
"ND212.H337 1960","Oil Paintings and Why They Won the Prize","Harold","Margaret","1960"
"ND212.H43","The Regionalists","Heller","Nancy","1976"
"ND212.H46 1991","American Women Painters of the 1930s and 1940s: The Lives and Work of Ten Artists","Henkes","Robert","1991"
"NE508.G74 1994","Graphic Excursions: American Prints in Black and White, 1900-1950","Beall","Karen F,","1994"
"ND212.J23 2014","Behind the Easel: The Unique Voices of 20 Contemporary Representational Painters","Jackson","Robert C.","2014"
"ND212.J27","Abstract and Surrealist Art in America","Janis","Sidney","1944"
"ND212.L68 1989","Centennial Exhibition 1889-1989: By Members Past & Present of the National Association of Women Artists","Sellars","Louise and Alan","1989"
"ND212.M413A43","Art Across America","Mead Corporation","","1965"
"ND212.M48","Directions 2: Aspects of a New Realism","Milwaukee Art Center","","1969"
"ND212.N27","Contemporary American Sculpture","Weinmann","A.A.","1924"
"ND212.M35","New Image Painting","Marshall","Richard","1978"
"ND212.B527 1997","Birth of the Cool: American Painting from Georgia O'Keeffe to Christopher Wool","Curiger","Brice","1997"
"ND212.B84","Buildings: Architectuere in American Modernism","Hirschel & Adler Galleries","","1980"
"ND212.C68 1969 v.31","31st Biennial Exhibition of Contemporary American Painting","Corcoran Gallery of Art","","1969"
"ND212.C68 1993 v.43","43rd Biennial Exhibition of Contemporary American Painting","Corcoran Gallery of Art","","1993"
"ND212.C68 1995 v.44","44th Biennial Exhibition of Contemporary American Painting","Corcoran Gallery of Art","","1995"
"ND212.C68 2002 v.47","47th Biennial Exhibition of Contemporary American Painting","Corcoran Gallery of Art","","2002"
"ND212.C68 2005 v.48","48th Biennial Exhibition of Contemporary American Painting","Corcoran Gallery of Art","","2005"
"ND212.C73","Portrait of Americq","Crane","Aimee","1945"
"ND212.D47","Twenty-Five Years of American Painting 1948-1973","Kozloff","Max","1973"
"ND212.D56A4 1999","Resonances: New Paintings","Dinsmore","Stephen","1999"
"ND212.D56A4 2003","Stephen Dinsmore","Dinsmore","Stephen","2003"
"ND212.D56A4 2007","Stephen Dinsmore: New Paintings","Dinsmore","Stephen","2007"
"ND212.A148 1989","10+10 Contemporary Soviet and American Painters","","","1989"
"ND212.A445","America 1976: A Bicentennial Exhibition","US Department of Interior","","1976"
"ND212.A4478 2016","America After the Fall: Painting in the 1930s","Barter","Judith A.","2016"
"ND212.A45 1993","American Art in the 20th Century: Painting and Sculpture 1913-1993","Joachimides","Christos M.","1993"
"ND212.7.A54 2004","Anderson People","Anderson","Tim","2004"
"ND212.A57","American Painting Today","Watson","Forbes","1939"
"ND212.A59 1981","Amerikanische Malerei 1930-1980","Armstrong","Tom","1981"
"ND212.B5 1991","The Biennial Exhibition Record of the Corcoran Gallery of Art 1907-1967","Falk","Peter","1991"
"ND212.A67","Artistes Americains Modernes de Paris","Aronson","Chil","1932"
"ND212.A97 1984","Advancing American Art: Politics and Aesthetics in the State Department Exhibition 1946-1948","Ausfield","Margaret","1984"
"NE508.H58 1975","3rd Hawaii National Print Exhibition","Honolulu Academy of Arts","","1975"
"ND210.5.I4G476 1991","Masterworks of American Impressionism","Gerdts","William H.","1991"
"ND210.5.I4G477 1992","Masterworks of American Impressionism from the Pfeil Collection","Gerdts","William H.","1992"
"ND210.5.I4H37 1998","The American Spirit: Realism and Impressionism from the Lawrence Collection","Hardin","Jennifer","1998"
"ND210.5.S93E44","American Imagination and Symbolist Painting","Eldridge","Charles","1979"
"ND212.A1I4 1951","University of Illinois Exhibition of Contemporary American Painting","","","1951"
"ND212.A1I4 1965","Contemporary American Painting and Sculpture","","","1965"
"ND210.E35","Treasures of the American West","Eiteljorg","Harrison","1981"
"ND210.H36","Harmsen's Western Americana","Harmsen","Dorothy","1971"
"ND210.L38 1992","Lasting Impressions: American Painters in France 1865-1915","Gerdts","William H.","1992"
"ND210.M559 2006","American Painters: From the Montgomery Museum of Fine Arts","Ausfeld","Margaret","2006"
"ND210.T75 1987","American Women Artists 1830-1930","Levin","Gail","1987"
"ND210.5.I4A42 1998","American Impressionism and Realism","Cikovsky","Nicolai","1988"
"ND210.5.I4A54","American Painters of the Impressionist Period Rediscovered","Jette","Edith Kemper","1975"
"ND210.5.I4G47","American Impressionism","Gerdts","William H.","1980"
"ND205.I555","Near-Looking : A Close-Focus Look at a basic thread of American art","Beard","Dorothy","1974"
"ND205.G63 1990x","American Painting","Goddard","Donald","1990"
"ND205.5.R42L83 1994","American Realism","Lucie-Smith","Edward","1994"
"ND196.O6P67 1999","Post-Hypnotic","Blinderman","Barry","1999"
"ND196.P42P45","Photorealism","Meisel","Louis K.","1980"
"ND196.P66M34 1993","The Exile's Return: Toward a Redefinition of Painting fro the Post-Modern Era","McEvilley","Thomas","1993"
"ND196.2.B44 2014","100 Painters of Tomorrow","Beers","Kurt","2014"
"ND196.2.H67 2014","Forever Now: Contemporary Painting in an Atemporal World","Hoptman","Laura","2014"
"ND195.P67 2002","Post-Digital Painting","Cranbrook Art Museum","","2002"
"ND196.A2N53 2009","Painting Abstraction: New Elements in Abstract Painting","Nickas","Bob","2009"
"ND195.G62 2009","Paintin Today","","","2009"
"ND195.K8413","The New Painting","Kultermann","Udo","1969"
"ND192.N44L4 1983","The Aura of Neo-Impressionism: The W.J. Holliday Collection","Lee","Ellen Wardwell","1983"
"NC1427.C5I87 2021","It's Life as I See It: Black Cartoonists in Chicago 1940-1980","Nadel","Dan","2021"
"NC1882.7.S35N4 1982","The New Visions: A Collection of Modern Science Fiction Art","Pohl","Frederik","1982"
"NC1883.U6H45 1995","Jackets Required: An Illustrated History of American Book Jacket Design 1920-1950","Heller","Steven","1995"
"NC1883.U6K65 1999","In the Groove: Vintage Record Graphics 1940-1960","Kohler","Eric","1999"
"N6490.F5579 2021","Fleeting Monuments for the Wall of Respect","Crawford","Romi","2021"
"NC1850.R93A4 2005","100 Posters 134 Squirrels","Ryan","Ray","2005"
"F548.37.C45 2018","Chicago Vol.1, No.1","","","2018"
"NC1850.R93A4 2009","Animals and Objects In and Out of Water: Posters by Jay Ryan 2005-2008","Ryan","Ray","2009"
"NC1850.R93A4 2010","100 Posters 134 Squirrels (Updated Edition)","Ryan","Ray","2010"
"NC1860.D47 1995","Designer Greeting Cards: A Showcase for All Occasions","","","1995"
"NC1860.G75 1989","Greeting Cards: A Collection from Around the World","Igarashi","Takenobu","1989"
"NC1860.H54 2008","Today's Top Stationary Artists","Higa","Tori","2008"
"NC1866.C5A77"," Artists' Christmas Cards","Heller","Steven","1979"
"nc1850.r93a4 2016","No One Told Me to do This: Selected Screenprints 2009-2015","Ryan","Jay","2016"
"NC1845.A7M35","Masters of the Poster 1896-1900","","","1977"
"NC1849.A29B73 1994","Designed to Sell: Turn-of-the-Century American Posters","Brandt","Frederick","1994"
"NC1849.L3C874 2009","Agitate! Educate! Organize! American Labor Posters","Cushing","Lincoln","2009"
"NC1849.S54M33 2010","Celebrate People's History: The Poster Book of Resistance and Revolution","MacPhee","Josh","2010"
"NC1850.L45R62 1975","The R.C. Leyendecker Poster Book","","","1975"
"NC1849.T7A78 2010","Art for All: British Posters for Transport","Edelstein","Teri J.","2010"
"NC1849.W65S43 2001","Seaside Sweethearts","Collins","Max","2001"
"NC1807.U5M47 1987","American Art Posters of the 1890s","Kiehl","David W.","1987"
"NC1807.U5R47 2006","The American Image: U.S. Posters from the 19th to the 21st Century","Resnick","Mark","2006"
"NC1810.F56 1998","Fresh Ideas in Inivitations, Posters & Announcements","Finke","Gail Deibler","1998"
"NC1810.M8","History of the Poster","Muller-Brockmann","Josef","1972"
"NC1805.N67M38 1999","Billboard: Art on the Road","Steward","Laura","1999"
"NC1806.G3H363 2011","Power to the Imagination: Artists, Posters and Politics","Dorling","Jurgen","2011"
"NC1806.8.D47 1996","Designer Posters","","","1996"
"NC1806.8.G58 2006","The Design of Dissent","Glaser","Milton","2006"
"NC1806.9.F67 2006","New Masters of Poster Design","Foster","John","2006"
"NC1806.9.J98 2009","Juxtapoz Poster Art","","","2009"
"NC1807.U5A447 1974","American Posters of the Nineties","Wong","Robert","1974"
"NC1807.U5I45","Images of an Era: The American Poster 1945-75","","","1975"
"NC1807.U5K4 1975","American Posters of the Turn of the Century","Keay","Carolyn","1975"
"N6512.5.C49P75 2021","Private Eye: The Imagist Impulse in Chicago Art","Corbett","John","2021"
"NC1764.5.U6A58 2006","An Anthology of Graphic Fiction Cartoons and True Stories","Brunetti","Ivan","2006"
"NC1763.J4K75 2010","Kvetch as Kvetch Can: Jewish Cartoons","Krimstein","Ken","2010"
"NC1763.S5L33 2013","Sex. Money. Race. Gender: Ladydrawers (of Chicago, ILL)","Columbia College Chicago","","2013"
"NC1764.V3 1989","How to Draw Art for Comic Books: Lessons from the Masters","Van Hise","James","1989"
"NC1764.H45 2012","Comics Sketchbooks: The Private Worlds of Today's Most Creative Talents","Heller","Steve","2012"
"NC1764.M323 2002","Art of Comic Book Inking, Vol, 2","Martin","Gary","2002"
"NC1426.M34 2005","Masters of American Comics","Carlin","John","2005"
"NC1426.R3 1998","Celebrity Characature","Reaves","Wendy wick","1998"
"NC1426.R63 1993","Century of Women Cartoonists","Robbins","Trina","1993"
